id	web_name	web_url	case_type	storage_no	court_name	key_words	trial_procedure	trial_year	case_level	basic_facts	judgment_reason	judgment_essence	related_info	related_law	related_judgment_body	create_time	update_time	md5_value	judgment_mean	dt
2292	人民法院案例库	https://rmfyalk.court.gov.cn	行政-不履行XX职责	2024-12-3-021-005	江苏省高级人民法院	行政,不履行给付基本医疗保险金职责,上位法规定,地方规范性文件,主动审查	再审	2022.07.01	2	<p> 原告孟某诉称：原告系滨海县某村的村民，从2016年起即参加了当地的新型农村合作医疗保险，并缴纳了保险费用。2017年5月22日原告因驾驶汽车操作不当撞到道路中间的护栏，致身体受重伤，交警部门经调查后确认原告负事故的全部责任。事故发生后，原告经多家医院救治后出院，并分别于2018年1月和6月向被告滨海县医疗保险基金管理中心（以下简称滨海县医保中心）申请补偿其相关医疗费用，被告予以拒绝，故原告向法院起诉要求被告依法为其补偿相关的医疗费用。<br/> 被告滨海县医保中心辩称：原告孟某要求补偿的相关医疗费用不符合江苏省、盐城市及滨海县有关部门制定的新型农村合作医疗补偿方案中规定的补偿范围，而是属于不予补偿的范围。原告是在江苏省宜兴市境内驾驶汽车过程中因操作不当撞到了道路中间的护栏，致使其受伤住院治疗，该事故经宜兴市交警部门认定原告自己负事故的全部责任，根据《江苏省新型农村合作医疗条例》《盐城市新型农村合作医疗实施方案》《滨海县新型农村合作医疗补偿方案》中不予补偿的规定，交通事故所发生的医疗费用不予补偿，故原告因交通事故而产生的医疗费用，不在新型农村合作医疗的补偿范围，被告对原告申请作出不予补偿的决定符合相关文件的规定，请求法院驳回原告的诉讼请求。<br/> 法院经审理查明：孟某系滨海县某村村民，从2016年起，孟某即参加了滨海县新型农村合作医疗保险，并缴纳了保险费用。2017年5月22日1时许，孟某驾驶小型轿车沿京福线由南向北行驶至1278公里附近时，因操作不当撞到道路中间护栏，致车辆损坏，孟某身体受伤。该起事故经宜兴市交警部门认定，孟某负事故的全部责任。事故发生后，孟某经多家医院治疗后出院，共计用去医疗费用约40余万元。孟某于2018年6月初向滨海县医保中心提出书面申请，请求对因交通事故产生的医疗费用进行补偿，滨海县医保中心拒绝补偿，孟某遂向建湖县法院提起诉讼，请求判令滨海县医保中心向其核发医疗补偿金335049元。<br/> 另查明：《盐城市2015年度新型农村合作医疗实施方案》（以下简称《盐城市新农合实施方案》）以及《2017年滨海县新型农村合作医疗补偿方案》（以下简称《滨海县新农合补偿方案》）中均规定了交通事故所发生的医药费用属于不予补偿的范围。<br/> 江苏省建湖县人民法院于2018年10月31日作出（2018）苏0925行初186号行政判决：驳回孟某的诉讼请求。江苏省盐城市中级人民法院于2019年6月18日作出（2019）苏09行终184号行政判决：驳回上诉，维持原判。江苏省高级人民法院于2021年9月2日作出（2020）苏行申329号行政裁定：本案由本院提审。江苏省高级人民法院于2022年7月1日作出（2021）苏行再30号行政判决：（1）撤销江苏省盐城市中级人民法院（2019）苏09行终184号行政判决；（2）撤销江苏省建湖县人民法院（2018）苏0925行初186号行政判决；（3）判令被申请人滨海县医疗保险基金管理中心在收到本判决书之日起60日内依法对孟兵履行补偿医疗费用的法定职责。</p>	<p> 法院生效判决认为，第一，孟兵作为新型农村合作医疗基金的参加人，拥有按照规定享受医疗费用补偿的权利；滨海县医保中心作为新型农村合作医疗基金的经办机构，具有根据规定向孟兵履行审核结算医疗费用的法定职责。<br/> 第二，统筹地区在确定新型农村合作医疗补偿意见时，应当严格遵循法律、法规的相关规定，在经济社会发展水平许可的前提下，最大程度地保障新型农村合作医疗参加人在因疾病或意外等产生门诊和住院医疗费用时，能够获得基本的医疗保障。在明确保险基金支付范围时，《社会保险法》《江苏省新型农村合作医疗条例》均采用了否定列举式的立法技术，可见在保障范围上较为宽泛，体现了新型农村合作医疗作为一项基本医疗保障制度的根本属性。因自身原因导致单方交通事故受伤产生的医疗费用，不属于“应当由第三人负担医药费用”的情形。因此，孟兵因其自身原因导致的单方交通事故产生的医疗费用属于新型农村合作医疗基金的补偿范围。<br/> 第三，依照《江苏省新型农村合作医疗条例》的相关规定，盐城市卫生行政部门虽有权制定与盐城地区实际情况相符的新型农村合作医疗补偿方案，但作为地方规范性文件，其有关社会保险基金支付范围的规定，不得与《社会保险法》《江苏省新型农村合作医疗条例》确立的新型农村合作医疗补偿规则相违背。《盐城市新农合实施方案》《滨海县新农合补偿方案》不应当将本案孟兵所遭遇的单方交通事故产生的医疗费用排除在补偿范围之外。故滨海县医保中心依据《滨海县新农合补偿方案》的规定，拒绝对参保人孟兵的医疗费用予以补偿，系适用法律错误，应予纠正。</p>	<p>1.规范性文件不得违反上位法的规定。人民法院在审理单独行政行为诉讼案件时，应当对行政行为依据的规范性文件进行合法性审查。经审查认为不合法的，不得作为认定行政行为合法的依据。<br/> 2.在不履行给付基本医疗保险金职责之诉中，地方性规范性文件对产生交通事故的责任类型未予区分，突破上位法将不予补偿范围仅限定于应当由第三人负担范围内的规定的，人民法院不应予以参照适用。</p>	<p> 《立法法》第96条第2项<br/> 《社会保险法》第30条第1款</p><br/>######<p> 一审：江苏省建湖县人民法院（2018）苏0925行初186号行政判决（2018年10月31日）</p><p> 二审：江苏省盐城市中级人民法院（2019）苏09行终184号行政判决（2019年6月18日）</p><p> 再审：江苏省高级人民法院（2021）苏行再30号行政判决（2022年7月1日）</p>	\N	\N	2026/1/21 10:27	2026/1/21 10:27	000062e730a424b1df3b500e33cafc9b	\N	20260421
6379	多元解纷案例库	https://dyjfalk.court.gov.cn/site/case/2a0b8503-f748-4ebc-8a96-bb5138cb3a28	民事-相邻关系纠纷	D2025-161-1-053-677	鹤岗市工农区人民法院	民事,相邻关系纠纷,违规搭建阳台,“住建+法院+社区”联动化解		2025/10/16	\N	刘某与郑某为同栋楼相邻单元住户，郑某违规搭建保温阳台，阻断楼外排水管道，致使雨水流入刘某家中，还影响其采光与隐私。刘某多次与郑某沟通无果后，向住建部门举报。住建部门经调查，拟对郑某进行行政处罚，但考虑到行政处罚难以实质消除双方矛盾，且可能进一步激化邻里矛盾、不利于社区和谐稳定，遂请求法院联合化解纠纷。
法院收到相关请求后，选派经验丰富的法官与住建部门取得联系，详细了解纠纷具体情况，在住建部门统筹主导下，联合刘某和郑某所在社区的工作人员，共同组建调解小组，合力开展以下工作： 一是进行“背对背”沟通，全面了解双方诉求。调解小组分别与刘某、郑某进行深入交流，了解双方主要诉求：刘某反映郑某家违建保温阳台超出正常尺寸20cm，不仅阻断了楼外排水管道，还紧邻其卧室，导致雨水倒灌、采光严重受阻，多次沟通无果后才选择举报；郑某则称房子系购买所得，违建并非自己所为，虽愿意将保温阳台回缩20cm，但拒绝承担相关费用。 二是开展实地调查，精准明晰争议焦点。调解小组多次前往郑某家中，实地勘查违建保温阳台现状，并联系专业工人现场评估改建施工价格。社区工作人员利用熟悉社区的工作优势，详细了解案涉小区楼栋情况，了解到该楼建成已近30年，属于物业弃管楼，近一半住户存在改建、扩建保温阳台的情况。通过沟通了解和实地调查，调解小组明确双方争议焦点主要为：郑某是否应承担阳台回缩的费用。 三是注重释法析理，积极引导双方让步。指导法官与住建部门工作人员凭借专业素养，向郑某逐条阐释相邻权相关法律规定，并结合典型案例和实地调查情况，向郑某说明其违建保温阳台已对相邻建筑通风、采光和日照造成妨碍，属于侵权行为，需承担法律责任，促使郑某认识到问题的严重性。社区工作人员从邻里情谊和实际生活角度出发，提醒郑某雨季即将来临，若不解决违建问题，刘某房屋可能再次受损，届时矛盾会加深，劝其换位思考，促推尽快解决问题。经过多轮耐心细致的沟通，刘某与郑某同意各让一步，并就阳台拆除和相关费用等达成一致意见，郑某承诺在一周内将违建保温阳台拆除，刘某主动表示愿意承担40%的费用。 四是促推完善机制，从源头上减少纠纷。为从源头上有效预防化解此类纠纷，法院建议住建部门，将该案作为典型案例，在今后处理类似邻里违建投诉时，秉持审慎与善意理念，优先通过调解等方式实质解决纠纷，推动行政执法既有力度又显温度。
本案系因违法建筑引发的相邻关系纠纷。在城市化快速推进的背景下，未经城市规划部门批准而擅自新建、扩建和改建建筑物的情形十分常见，因违法建筑侵害相邻权引发的纠纷亦时有发生。本案中，住建部门收到投诉后，依托“住建+法院+社区”联动化解机制，通过“背对背沟通+实地勘查+释法明理+源头治理”全链条解纷路径，促推实现“化解一案、治理一片”。调解过程中，调解小组各成员单位充分发挥自身职能优势，住建部门凭借行政主管部门的权威性与专业性，为纠纷调处提供权威的专业意见；法院做实法律指导，结合法律规定和典型案例释法明理，确保纠纷化解在法理框架内进行；社区充分发挥贴近居民、熟悉民情的优势，积极开展沟通疏导工作，为调解工作注入人文关怀。期间，调解小组巧妙运用“背对背沟通”、“面对面疏导”等方式，采用“现场勘查—成本核算—责任划分—方案定制”四步调解法，引导双方对整改责任和费用分担达成共识，实现纠纷高效妥善化解，既修复了受损的邻里关系、消弭邻里间的矛盾，还通过以案释法，促推行政主管部门在处理此类纠纷时更加注重发挥多元解纷机制作用，实现“违建整改+邻里和睦+社区治理”的多赢效果。	《中华人民共和国民法典》第288条、第293条 《中华人民共和国城乡规划法》（2019年修正）第64条
	\N	2026/1/27 9:49	2026/2/3 9:46	0006e4250f4a7774b727e0bd6637baf7	\N	20260421
12931	人民法院案例库-未成年	https://rmfyalk.court.gov.cn/view/content-juvenile.html?id=HnHWhqM1I86Tm%2BUitilLAb1QXJYcW9VBDN2Wv19fNf8%3D&lib=ck&source=zgy	刑事-故意伤害罪	2024-18-1-179-006	湖南省湘西土家族苗族自治州中级人民法院	刑事,正当防卫,未成年人,学生霸凌,防卫意图,防卫限度	二审	2022.11.09	1	<p style="">u3000u3000被告人江某某（系化名，时年14周岁）系湖南省某中学初中二年级学生。因江某某在春游时与同班某女同学聊天，同级邻班同学胡某认为江某某招惹其女朋友，要求江某某买烟赔礼道歉，否则就打江某某。之后江某某给胡某买了一包香烟，但胡某嫌烟不好不要，遂产生殴打江某某的意图。<br/>u3000u3000u3000u30002019年5月17日上午早读课前，与被告人江某某不和的同班同学孙某某，伙同他人借故把江某某喊到厕所，扬言要殴打江某某。江某某有不甘示弱的言语回应（案发后其解释系找借口拖延，打算放学时跑掉）。当日早读下课后，江某某在上厕所时，孙某某、胡某等人又拉扯江某某，并踢了其一脚。后因上课时间到了，各自散去。第二节课下课后，孙某某邀约同学张某某、胡某等人帮忙殴打江某某，并向张某某指认正在厕所内的江某某。<br/>u3000u3000u3000u3000午饭后，孙某某又邀约被害人陈某甲、陈某乙、吴某等帮忙殴打江某某。随后，孙某某等7人前往教室寻找被告人江某某，其他8人在厕所里等候。江某某拒绝前往，孙某某称若不去将强行带走，江某某被迫跟随前往，并将同学用于开药瓶的多功能折叠刀（非管制刀具，刃长约4.5厘米）藏在右手衣袖内。到达厕所后，孙某某、胡某、张某某及被害人陈某甲、陈某乙、吴某等15人把江某某围住。陈某甲上前扼勒江某某的颈部，把江某某摔倒在地后，骑坐在其身上殴打，孙某某、胡某、张某某等人一拥而上进行踢打。在受到群殴之后，江某某掏出折叠刀乱挥，捅伤陈某甲腰背部，划伤吴某大腿。殴打持续约一分钟后，众人散开。江某某从地上爬了起来，背靠厕所蹲坑的矮墙坐在地上，站在江某某背后的陈某乙对其掌掴，江某某遂转身用折叠刀向陈某乙腹部捅刺一刀，张某某等人再次殴打江某某后离开。后陈某甲、陈某乙、吴某被送至学校医务室治疗。经鉴定，陈某甲、陈某乙的损伤程度为重伤二级，吴某的损伤程度为轻微伤。同年8月7日，江某某向公安机关投案。<br/>u3000u3000u3000u3000湖南省吉首市人民检察院指控被告人江某某犯故意伤害罪，向湖南省吉首市人民法院提起公诉。被告人江某某及其辩护人认为：江某某在遭受学生霸凌时，实施防卫行为对不法侵害人造成损害，属于正当防卫，依法不负刑事责任。</p>	<p>u3000u3000被告人江某某因遭受多名学生霸凌而携带折叠刀被迫前往现场，在面临多人殴打时持刀反击，综合全案情节，应当认定其行为构成正当防卫，不负刑事责任。<br/>u3000u3000u3000u3000首先，江某某在遭受学生霸凌时被迫反击，具有防卫意图。面对孙某某等人的霸凌，江某某明显处于被迫状态。此外，江某某面对孙某某等人的霸凌，虽曾有不甘示弱的言语，但不能以此认定江某某主动挑起争端。考虑未成年人身心特点，结合江某某所处具体情境，不能仅以江某某个别言语就认定其有斗殴故意，进而否定其具有防卫意图。<br/>u3000u3000u3000u3000其次，江某某在被殴打时实施防卫，符合正当防卫的时间条件。江某某两次持刀反击，均处于不法侵害现实发生的时间段内：（1）面对15人的包围，被对方勒颈摔倒在地，并遭到群殴，不法侵害已现实发生。（2）江某某倒地并被群殴持续约一分钟后，群殴行为虽然暂时停止，但是仍被对方从背后袭击掌掴，不法侵害显然仍在进行之中，并未结束。总之，江某某在被群殴、被群殴倒地仍遭对方掌掴的情况下，借助工具防卫反击时，不法侵害正在进行，符合正当防卫的时间条件。<br/>u3000u3000u3000u3000最后，江某某因被殴打持刀防卫，没有明显超过必要限度。江某某系在被殴打的情况下被迫实施防卫，虽然不法侵害人未使用工具，江某某使用刀具反击，但是江某某防卫使用的折叠刀并非管制刀具，而对方多达15人，双方实力悬殊，且江某某先后两次被打倒在地并被群殴。江某某情急之下持刀自卫，在手段上合乎情理，反击行为限于对抗不法侵害，并非主动攻击对方，手段有所节制。故整体而言，防卫行为没有明显超过必要限度。<br/>u3000u3000u3000u3000此外，根据未成年人保护法及相关规定，学校应当建立学生欺凌防控工作制度，对教职员工、学生等开展防治学生欺凌的教育和培训。对于学生欺凌事件，被欺凌者及周边同学要及时向老师、家长报告；学校对学生欺凌行为应当立即制止并依法处理，监护人对实施欺凌的学生应当加强管教，并配合学校和相关部门的处理。学校或者监护人未依法履行职责的，应当依法承担相应法律责任。<br/>u3000u3000<br/></p>	<p>1.对于因学生霸凌引发的防卫行为与相互斗殴的界分，应当坚持主客观相统一原则，通过综合考量案发起因、是否为主要过错方、是否纠集他人参与打斗等情节，结合同年龄段未成年人在类似情境下的可能反应，准确判断行为人的主观意图和行为性质。不能仅因行为人面对霸凌时不甘示弱、使用工具反击等情节，就影响对其防卫意图的认定。<br/>u3000u30002.对于防卫是否“明显超过必要限度”，应当立足防卫时的具体情境，从同年龄段未成年人一般认知的角度，综合学生霸凌中不法侵害的性质、手段、强度、危害后果和防卫的时机、手段、强度、损害后果等情节，考虑双方力量对比，作出合理判断。</p>	<p>u3000u3000《中华人民共和国刑法》第20条</p>
	\N	2026/2/27 18:33	2026/4/21 18:33	00070467a4f1a2f190fc0158fbe43dfc	\N	20260421
2626	人民法院案例库	https://rmfyalk.court.gov.cn	民事-专利权权属、侵权纠纷	2024-13-2-160-011	最高人民法院	民事,侵害发明专利权,可组合使用产品,被诉侵权产品,侵权技术比对	二审	2023.04.11	2	<p> 北京仁某医药科技有限公司诉称：湖南慈某医疗科技有限公司未经许可制造、销售的外耳矫形器与骨科定位片的组合产品，具有专利号为200880108740.X、名称为“畸形耳朵的矫正”的发明专利相关权利要求记载的全部技术特征，落入涉案专利权的保护范围。杭州欣某贸易有限公司、宁波四某大药房有限责任公司实施了销售被诉侵权产品的行为，宁波市某医院实施了使用被诉侵权产品的行为。故请求判令四被告立即停止侵害涉案专利权的行为，判令湖南慈某医疗科技有限公司、杭州欣某贸易有限公司各赔偿经济损失100万元，宁波四某大药房有限责任公司赔偿经济损失20万元，宁波市某医院赔偿经济损失40万元并对宁波四某大药房公司的赔偿承担连带责任；四被告共同赔偿为制止侵权所支付合理开支58765元。<br/> 湖南慈某医疗科技有限公司、杭州欣某贸易有限公司、宁波四某大药房有限责任公司、宁波市某医院辩称：被诉侵权的骨科定位片与外耳矫形器系两个相互独立的产品，二者并非配套出售，也并非必须固定搭配使用，故不应将二者组合进行侵权比对。<br/> 法院经审理查明：涉案专利权利要求1记载：“1.一种用于人类耳朵的塑形装置，包括：形成开口的基部，所述开口尺寸做成适合让所述耳朵通过所述开口，其中，所述耳朵包括对耳轮、三角窝的上翼、耳轮、耳轮边缘、根部、外耳和耳舟区域，而所述基部包括后表面和前表面；顶部，所述顶部与所述基部可释放地接合而在其间形成隔间；以及布置在所述前表面上的第一夹片，所述第一夹片适于保持所述耳朵在所述对耳轮和所述三角窝的上翼的区域内所想要的解剖学形状。”<br/> 被诉侵权外耳矫形器及骨科定位片均系湖南慈某医疗科技有限公司生产，外耳矫形器标注医疗器械注册证编号为湘械注准20182190XXX，骨科定位片标注产品备案号为湘长械备20190XXX号，骨科定位片包括I型、Ⅱ型、Ⅲ型。前述被诉侵权的外耳矫形器、骨科定位片均作为不同的产品各自独立包装、销售，且销售者分别开具发票，二者销售的数量也并不完全对应。另，涉案专利说明书具体实施方式公开了后夹片（对应涉案专利权利要求1中第一夹片）应视患儿病患情况选择单独使用或与其他外耳矫形装置配合使用于畸形耳朵的矫正及治疗。北京仁某医药科技有限公司明确其主张外耳矫形器与骨科定位片（含I型、Ⅱ型）应组合进行技术比对。<br/> 浙江省杭州市中级人民法院于2021年8月27日作出（2020）浙01知民初277号民事判决：驳回北京仁某医药科技有限公司的全部诉讼请求。北京仁某医药科技有限公司以被诉侵权外耳矫形器与骨科定位片的组合，落入涉案专利权的保护范围为由，提出上诉。<br/> 最高人民法院于2023年4月11日作出（2021）最高法知民终2270号民事判决：一、撤销浙江省杭州市中级人民法院（2020）浙01知民初277号民事判决；二、湖南慈某医疗科技有限公司立即停止制造、销售Ⅱ型骨科定位片，销毁Ⅱ型骨科定位片的专用生产模具；三、湖南慈某医疗科技有限公司于本判决生效之日起十日内赔偿北京仁某医药科技有限公司经济损失25万元以及为制止侵权产生的合理开支5万元，合计30万元；四、驳回北京仁某医药科技有限公司的其他诉讼请求。</p>	<p> 法院生效裁判认为，首先，北京仁某医药科技有限公司以公证方式取得的被诉侵权的骨科定位片除I型骨科定位片外，还包括Ⅱ型骨科定位片，其中左耳Ⅱ型、右耳Ⅱ型骨科定位片的一端分别标注了“L”或“R”，其两端带有用于卡接固定的安装脚。其次，因婴幼儿耳朵畸形形态各有差异，矫形所需要使用的部件及手段也各不相同，结合涉案专利说明书关于可视情况选择后夹片（对应于涉案专利权利要求1中的第一夹片，相当于被诉侵权的骨科定位片）用于畸形耳朵的矫正及治疗的记载可知，I型骨科定位片可以单独使用，消费者购买Ⅰ型骨科定位片后单独使用即可正常发挥其功能。同时，消费者根据自己的消费需求亦可将Ⅰ型骨科定位片与外耳矫形器组合使用，是否组合取决于消费者自己。基于Ⅰ型骨科定位片与外耳矫形器不存在安装组合关系，二者均有单独批号，均为单独包装、单独销售，且均可根据患者耳部畸形情况独立使用，故不应将Ⅰ型骨科定位片与外耳矫形器组合作为侵害涉案专利权产品。但是，Ⅱ型骨科定位片的两端设置有与外耳矫形器卡接固定的安装脚，这不仅是提高了生产成本，而且构成消费者单独使用Ⅱ型骨科定位片的技术上的障碍，因为在单独使用的情况下，该安装脚会压迫婴幼儿的耳朵，严重影响矫正效果。因此，通常情况下，消费者不会单独购买、使用Ⅱ型骨科定位片，消费者如果购买Ⅱ型骨科定位片，其目的在于将Ⅱ型骨科定位片与其购买的外耳矫形器组合使用。可见，是否将Ⅱ型骨科定位片与外耳矫形器组合使用，不是消费者自己所能决定，而是由Ⅱ型骨科定位片的特定结构所决定，故组合后的技术方案实际上是由Ⅱ型骨科定位片与外耳矫形器的制造者所决定，应将Ⅱ型骨科定位片与外耳矫形器的组合作为本案的被诉侵权产品。单独的外耳矫形器缺少涉案专利权利要求1中的“第一夹片”的技术特征，而将Ⅱ型骨科定位片与外耳矫形器的组合则具备涉案专利相关权利要求记载的全部技术特征，落入涉案专利权的保护范围。</p>	<p>同一主体制造的不同产品可以组合使用，且组合使用才落入专利权保护范围的，应当依据使用时实际形成的技术方案，重点考虑该技术方案的形成系由消费者还是制造者决定，来确定侵权责任人。如果有关产品原本可以分别使用，但消费者根据自身需求，将其组合到一起使用，则一般可以认定该组合后产品的技术方案系由消费者决定，不应将制造者作为侵权责任人。如果有关产品无法分别使用而必须相互配合，消费者根据产品的特定结构、功能、使用说明等将其组合到一起使用，则一般可以认定该组合后产品的技术方案系由制造者决定，应将该制造者作为侵权责任人。</p>	<p> 《中华人民共和国专利法》第11条第1款、第64条第1款（本案适用的2009年10月1日施行的《中华人民共和国专利法》第11条第1款、第59条第1款）<br/> 《最高人民法院关于审理侵犯专利权纠纷案件应用法律若干问题的解释》第7条</p><br/>######<p> 一审：浙江省杭州市中级人民法院（2020）浙01知民初277号民事判决（2021年8月27日）<br/> 二审：最高人民法院（2021）最高法知民终2270号行政判决（2023年4月11日）</p>
	\N	\N	2026/1/21 10:27	2026/1/21 10:27	000a0be459875a9f5815fb3f011ff09c	\N	20260421
